,pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,delta_home_win_exp,delta_run_exp,batter_is_right,pitcher_is_right,inning_top,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_Strategic
0,CU,0,2,0.0,1.0,1.0,2,6,47,3,0,1,0,1,-0.077,-0.311,1,0,0,True,False,False
1,FF,0,1,0.0,1.0,1.0,2,6,47,2,0,1,0,1,0.0,-0.098,1,0,0,True,False,False
2,FF,0,0,0.0,1.0,1.0,2,6,47,1,0,1,0,1,0.0,-0.063,1,0,0,True,False,False
3,CH,1,0,0.0,0.0,1.0,2,6,46,2,0,1,0,1,0.035,0.284,1,0,0,True,False,False
4,CU,0,0,0.0,0.0,1.0,2,6,46,1,0,1,0,1,0.0,0.025,1,0,0,True,False,False
5,CU,3,2,0.0,0.0,0.0,2,6,45,6,0,1,0,1,0.023,0.11,1,0,0,True,False,False
6,FF,2,2,0.0,0.0,0.0,2,6,45,5,0,1,0,1,0.0,0.04,1,0,0,True,False,False
7,CH,2,1,0.0,0.0,0.0,2,6,45,4,0,1,0,1,0.0,-0.031,1,0,0,True,False,False
8,CH,2,0,0.0,0.0,0.0,2,6,45,3,0,1,0,1,0.0,-0.023,1,0,0,True,False,False
9,FF,1,0,0.0,0.0,0.0,2,6,45,2,0,1,0,1,0.0,0.022,1,0,0,True,False,False
10,FF,0,0,0.0,0.0,0.0,2,6,45,1,0,1,0,1,0.0,0.016,1,0,0,True,False,False
11,CH,2,1,0.0,0.0,0.0,1,6,44,4,0,1,0,1,-0.028,-0.196,1,0,0,True,False,False
12,FF,1,1,0.0,0.0,0.0,1,6,44,3,0,1,0,1,0.0,0.034,1,0,0,True,False,False
13,FF,0,1,0.0,0.0,0.0,1,6,44,2,0,1,0,1,0.0,0.019,1,0,0,True,False,False
14,FF,0,0,0.0,0.0,0.0,1,6,44,1,0,1,0,1,0.0,-0.026,1,0,0,True,False,False
15,CH,0,2,0.0,0.0,0.0,0,6,43,3,0,1,0,1,-0.04,-0.152,1,0,0,True,False,False
16,CU,0,1,0.0,0.0,0.0,0,6,43,2,0,1,0,1,0.0,-0.049,1,0,0,True,False,False
17,CU,0,0,0.0,0.0,0.0,0,6,43,1,0,1,0,1,0.0,-0.038,1,0,0,True,False,False
18,FF,1,2,0.0,0.0,1.0,2,5,39,5,0,1,0,1,-0.036,-0.174,1,0,0,True,False,False
19,FF,1,2,0.0,0.0,1.0,2,5,39,4,0,1,0,1,0.0,0.0,1,0,0,True,False,False
20,CU,0,2,0.0,0.0,1.0,2,5,39,3,0,1,0,1,0.0,0.017,1,0,0,True,False,False
21,FF,0,1,0.0,0.0,1.0,2,5,39,2,0,1,0,1,0.0,-0.046,1,0,0,True,False,False
22,SL,0,0,0.0,0.0,1.0,2,5,39,1,0,1,0,1,0.0,-0.038,1,0,0,True,False,False
23,FF,1,2,0.0,0.0,0.0,2,5,38,5,0,1,0,1,0.02,0.166,1,0,0,True,False,False
24,FF,1,2,0.0,0.0,0.0,2,5,38,4,0,1,0,1,0.0,0.0,1,0,0,True,False,False
25,CH,1,1,0.0,0.0,0.0,2,5,38,3,0,1,0,1,0.0,-0.027,1,0,0,True,False,False
26,SL,0,1,0.0,0.0,0.0,2,5,38,2,0,1,0,1,0.0,0.012,1,0,0,True,False,False
27,FF,0,0,0.0,0.0,0.0,2,5,38,1,0,1,0,1,0.0,-0.017,1,0,0,True,False,False
28,CH,2,2,0.0,0.0,0.0,1,5,37,5,0,1,0,1,-0.024,-0.148,1,0,0,True,False,False
29,CU,1,2,0.0,0.0,0.0,1,5,37,4,0,1,0,1,0.0,0.029,1,0,0,True,False,False
30,CU,0,2,0.0,0.0,0.0,1,5,37,3,0,1,0,1,0.0,0.012,1,0,0,True,False,False
31,CH,0,1,0.0,0.0,0.0,1,5,37,2,0,1,0,1,0.0,-0.036,1,0,0,True,False,False
32,CU,0,0,0.0,0.0,0.0,1,5,37,1,0,1,0,1,0.0,-0.026,1,0,0,True,False,False
33,CU,0,2,0.0,0.0,0.0,0,5,36,3,0,1,0,1,-0.034,-0.152,1,0,0,True,False,False
34,CH,0,1,0.0,0.0,0.0,0,5,36,2,0,1,0,1,0.0,-0.049,1,0,0,True,False,False
35,CH,0,0,0.0,0.0,0.0,0,5,36,1,0,1,0,1,0.0,-0.038,1,0,0,True,False,False
36,FF,3,2,0.0,0.0,1.0,2,4,31,6,0,1,0,1,-0.031,-0.256,1,0,0,True,False,False
37,CH,3,1,0.0,0.0,1.0,2,4,31,5,0,1,0,1,0.0,-0.079,1,0,0,True,False,False
38,CU,2,1,0.0,0.0,1.0,2,4,31,4,0,1,0,1,0.0,0.081,1,0,0,True,False,False
39,SL,1,1,0.0,0.0,1.0,2,4,31,3,0,1,0,1,0.0,0.031,1,0,0,True,False,False
40,FF,1,0,0.0,0.0,1.0,2,4,31,2,0,1,0,1,0.0,-0.042,1,0,0,True,False,False
41,FF,0,0,0.0,0.0,1.0,2,4,31,1,0,1,0,1,0.0,0.025,1,0,0,True,False,False
42,CH,1,1,0.0,0.0,1.0,1,4,30,3,0,1,0,1,-0.038,-0.283,1,0,0,True,False,False
43,SL,0,1,0.0,0.0,1.0,1,4,30,2,0,1,0,1,0.0,0.03,1,0,0,True,False,False
44,FF,0,0,0.0,0.0,1.0,1,4,30,1,0,1,0,1,0.0,-0.05,1,0,0,True,False,False
45,CH,0,2,0.0,0.0,1.0,0,4,29,3,0,1,0,1,-0.045,-0.243,1,0,0,True,False,False
46,SL,0,1,0.0,0.0,1.0,0,4,29,2,0,1,0,1,0.0,-0.064,1,0,0,True,False,False
47,CH,0,0,0.0,0.0,1.0,0,4,29,1,0,1,0,1,0.0,-0.054,1,0,0,True,False,False
48,FF,3,1,0.0,0.0,0.0,0,4,28,5,0,1,0,1,0.049,0.23,1,0,0,True,False,False
49,FF,2,1,0.0,0.0,0.0,0,4,28,4,0,1,0,1,0.0,0.116,1,0,0,True,False,False
50,FF,1,1,0.0,0.0,0.0,0,4,28,3,0,1,0,1,0.0,0.053,1,0,0,True,False,False
51,FF,0,1,0.0,0.0,0.0,0,4,28,2,0,1,0,1,0.0,0.028,1,0,0,True,False,False
52,CH,0,0,0.0,0.0,0.0,0,4,28,1,0,1,0,1,0.0,-0.038,1,0,0,True,False,False
53,CH,0,1,0.0,1.0,0.0,2,3,24,2,0,1,0,1,-0.04,-0.276,1,0,0,True,False,False
54,CH,0,0,0.0,1.0,0.0,2,3,24,1,0,1,0,1,0.0,-0.051,1,0,0,True,False,False
55,CU,1,2,0.0,1.0,0.0,1,3,23,4,0,1,0,1,-0.042,-0.251,1,0,0,True,False,False
56,FF,1,1,0.0,1.0,0.0,1,3,23,3,0,1,0,1,0.0,-0.096,1,0,0,True,False,False
57,FF,0,1,0.0,1.0,0.0,1,3,23,2,0,1,0,1,0.0,0.03,1,0,0,True,False,False
58,CU,0,0,0.0,1.0,0.0,1,3,23,1,0,1,0,1,0.0,-0.047,1,0,0,True,False,False
59,CU,2,2,0.0,0.0,0.0,1,3,22,5,0,1,0,1,0.05,0.44,1,0,0,True,False,False
60,SL,1,2,0.0,0.0,0.0,1,3,22,4,0,1,0,1,0.0,0.029,1,0,0,True,False,False
61,CU,0,2,0.0,0.0,0.0,1,3,22,3,0,1,0,1,0.0,0.012,1,0,0,True,False,False
62,CU,0,1,0.0,0.0,0.0,1,3,22,2,0,1,0,1,0.0,-0.036,1,0,0,True,False,False
63,CH,0,0,0.0,0.0,0.0,1,3,22,1,0,1,0,1,0.0,-0.026,1,0,0,True,False,False
64,CU,1,2,0.0,0.0,0.0,0,3,21,4,0,1,0,1,-0.027,-0.173,1,0,0,True,False,False
65,CU,1,1,0.0,0.0,0.0,0,3,21,3,0,1,0,1,0.0,-0.055,1,0,0,True,False,False
66,CU,0,1,0.0,0.0,0.0,0,3,21,2,0,1,0,1,0.0,0.028,1,0,0,True,False,False
67,FF,0,0,0.0,0.0,0.0,0,3,21,1,0,1,0,1,0.0,-0.038,1,0,0,True,False,False
68,FF,1,2,0.0,1.0,0.0,2,2,17,4,0,1,0,1,-0.036,-0.227,1,0,0,True,False,False
69,CU,1,1,0.0,1.0,0.0,2,2,17,3,0,1,0,1,0.0,-0.071,1,0,0,True,False,False
70,CH,1,0,0.0,1.0,0.0,2,2,17,2,0,1,0,1,0.0,-0.051,1,0,0,True,False,False
71,FF,0,0,0.0,1.0,0.0,2,2,17,1,0,1,0,1,0.0,0.023,1,0,0,True,False,False
72,CU,2,2,0.0,0.0,1.0,1,2,16,5,0,1,0,1,-0.021,-0.363,1,0,0,True,False,False
73,FF,1,2,0.0,0.0,1.0,1,2,16,4,0,1,0,1,0.0,0.055,1,0,0,True,False,False
74,FF,1,1,0.0,0.0,1.0,1,2,16,3,0,1,0,1,0.0,-0.065,1,0,0,True,False,False
75,FF,0,1,0.0,0.0,1.0,1,2,16,2,0,1,0,1,0.0,0.03,1,0,0,True,False,False
76,FF,0,0,0.0,0.0,1.0,1,2,16,1,0,1,0,1,0.0,-0.05,1,0,0,True,False,False
77,FF,0,2,0.0,0.0,1.0,0,2,15,3,0,1,0,1,-0.038,-0.234,1,0,0,True,False,False
78,CU,0,1,0.0,0.0,1.0,0,2,15,2,0,1,0,1,0.0,-0.064,1,0,0,True,False,False
79,FF,0,0,0.0,0.0,1.0,0,2,15,1,0,1,0,1,0.0,-0.054,1,0,0,True,False,False
80,CU,3,2,0.0,0.0,0.0,0,2,14,6,0,1,0,1,0.041,0.312,1,0,0,True,False,False
81,FF,3,1,0.0,0.0,0.0,0,2,14,5,0,1,0,1,0.0,-0.079,1,0,0,True,False,False
82,CU,2,1,0.0,0.0,0.0,0,2,14,4,0,1,0,1,0.0,0.116,1,0,0,True,False,False
83,CH,1,1,0.0,0.0,0.0,0,2,14,3,0,1,0,1,0.0,0.053,1,0,0,True,False,False
84,CH,0,1,0.0,0.0,0.0,0,2,14,2,0,1,0,1,0.0,0.028,1,0,0,True,False,False
85,FF,0,0,0.0,0.0,0.0,0,2,14,1,0,1,0,1,0.0,-0.038,1,0,0,True,False,False
86,CU,2,2,0.0,1.0,0.0,2,1,9,5,0,1,0,1,-0.034,-0.242,1,0,0,True,False,False
87,CU,1,2,0.0,1.0,0.0,2,1,9,4,0,1,0,1,0.0,0.017,1,0,0,True,False,False
88,FF,1,1,0.0,1.0,0.0,2,1,9,3,0,1,0,1,0.0,-0.071,1,0,0,True,False,False
89,FF,0,1,0.0,1.0,0.0,2,1,9,2,0,1,0,1,0.0,0.022,1,0,0,True,False,False
90,FF,0,0,0.0,1.0,0.0,2,1,9,1,0,1,0,1,0.0,-0.051,1,0,0,True,False,False
91,FF,0,0,0.0,1.0,0.0,1,1,8,1,0,1,0,1,-0.035,-0.338,1,0,0,True,False,False
92,CH,0,1,0.0,0.0,1.0,0,1,7,2,0,1,0,1,-0.019,-0.47,1,0,0,False,False,False
93,CU,0,0,0.0,0.0,1.0,0,1,7,1,0,1,0,1,0.0,-0.054,1,0,0,True,False,False
94,FF,3,2,0.0,0.0,0.0,0,1,6,6,0,1,0,1,0.038,0.309,1,0,0,True,False,False
95,CU,2,2,0.0,0.0,0.0,0,1,6,5,0,1,0,1,0.0,0.103,1,0,0,True,False,False
96,FF,2,1,0.0,0.0,0.0,0,1,6,4,0,1,0,1,0.0,-0.067,1,0,0,True,False,False
97,FF,1,1,0.0,0.0,0.0,0,1,6,3,0,1,0,1,0.0,0.053,1,0,0,True,False,False
98,CH,1,0,0.0,0.0,0.0,0,1,6,2,0,1,0,1,0.0,-0.046,1,0,0,True,False,False
99,FF,0,0,0.0,0.0,0.0,0,1,6,1,0,1,0,1,0.0,0.036,1,0,0,True,False,False
100,CU,1,2,0.0,1.0,0.0,2,7,49,4,0,0,0,0,0.063,-0.225,1,0,1,True,False,False
101,CU,0,2,0.0,1.0,0.0,2,7,49,3,0,0,0,0,0.0,0.02,1,0,1,True,False,False
102,CH,0,1,0.0,1.0,0.0,2,7,49,2,0,0,0,0,0.0,-0.068,1,0,1,True,False,False
103,FF,0,0,0.0,1.0,0.0,2,7,49,1,0,0,0,0,0.0,-0.051,1,0,1,True,False,False
104,CU,1,2,0.0,0.0,1.0,1,7,48,4,0,0,0,0,0.027,-0.215,1,0,1,False,False,False
105,CU,0,2,0.0,0.0,1.0,1,7,48,3,0,0,0,0,0.0,0.027,1,0,1,False,False,False
106,CU,0,1,0.0,0.0,1.0,1,7,48,2,0,0,0,0,0.0,-0.062,1,0,1,True,False,False
107,FF,0,0,0.0,0.0,1.0,1,7,48,1,0,0,0,0,0.0,-0.05,1,0,1,True,False,False
108,CH,0,0,0.0,0.0,1.0,0,7,47,1,0,0,0,0,0.055,-0.361,1,0,1,False,False,False
109,CU,3,2,0.0,0.0,0.0,0,7,46,6,0,0,0,0,-0.059,0.312,0,0,1,True,False,False
110,FF,3,1,0.0,0.0,0.0,0,7,46,5,0,0,0,0,0.0,-0.079,0,0,1,True,False,False
111,FF,2,1,0.0,0.0,0.0,0,7,46,4,0,0,0,0,0.0,0.116,0,0,1,True,False,False
112,FF,1,1,0.0,0.0,0.0,0,7,46,3,0,0,0,0,0.0,0.053,0,0,1,True,False,False
113,FF,0,1,0.0,0.0,0.0,0,7,46,2,0,0,0,0,0.0,0.028,0,0,1,True,False,False
114,FF,0,0,0.0,0.0,0.0,0,7,46,1,0,0,0,0,0.0,-0.038,0,0,1,True,False,False
115,CH,1,1,0.0,0.0,0.0,2,6,41,3,0,0,0,0,0.016,-0.1,1,0,1,True,False,False
116,CU,0,1,0.0,0.0,0.0,2,6,41,2,0,0,0,0,0.0,0.012,1,0,1,True,False,False
117,FF,0,0,0.0,0.0,0.0,2,6,41,1,0,0,0,0,0.0,-0.017,1,0,1,True,False,False
118,FF,3,2,0.0,0.0,0.0,1,6,40,7,0,0,0,0,0.025,-0.207,1,0,1,True,False,False
119,CH,3,2,0.0,0.0,0.0,1,6,40,6,0,0,0,0,0.0,0.0,1,0,1,True,False,True
120,CU,2,2,0.0,0.0,0.0,1,6,40,5,0,0,0,0,0.0,0.059,1,0,1,True,False,True
121,CH,1,2,0.0,0.0,0.0,1,6,40,4,0,0,0,0,0.0,0.029,1,0,1,True,False,True
122,CU,0,2,0.0,0.0,0.0,1,6,40,3,0,0,0,0,0.0,0.012,1,0,1,True,False,True
123,FF,0,1,0.0,0.0,0.0,1,6,40,2,0,0,0,0,0.0,-0.036,1,0,1,True,False,True
124,FF,0,0,0.0,0.0,0.0,1,6,40,1,0,0,0,0,0.0,-0.026,1,0,1,True,False,True
125,CH,1,1,0.0,0.0,0.0,0,6,39,3,0,0,0,0,0.033,-0.228,1,0,1,True,False,True
126,CU,0,1,0.0,0.0,0.0,0,6,39,2,0,0,0,0,0.0,0.028,1,0,1,True,False,True
127,FF,0,0,0.0,0.0,0.0,0,6,39,1,0,0,0,0,0.0,-0.038,1,0,1,True,False,True
128,CU,2,2,0.0,1.0,0.0,2,5,35,5,0,0,0,0,0.046,-0.244,1,0,1,True,False,False
129,CU,1,2,0.0,1.0,0.0,2,5,35,4,0,0,0,0,0.0,0.017,1,0,1,True,False,False
130,CU,0,2,0.0,0.0,1.0,2,5,35,3,0,0,0,0,-0.015,0.017,1,0,1,True,False,False
131,CU,0,1,0.0,0.0,1.0,2,5,35,2,0,0,0,0,0.0,-0.046,1,0,1,True,False,False
132,CU,0,0,0.0,0.0,1.0,2,5,35,1,0,0,0,0,0.0,-0.038,1,0,1,True,False,False
133,CH,3,1,0.0,0.0,0.0,2,5,34,5,0,0,0,0,-0.017,0.074,1,0,1,True,False,False
134,FF,2,1,0.0,0.0,0.0,2,5,34,4,0,0,0,0,0.0,0.045,1,0,1,True,False,False
135,CH,2,0,0.0,0.0,0.0,2,5,34,3,0,0,0,0,0.0,-0.023,1,0,1,True,False,False
136,CH,1,0,0.0,0.0,0.0,2,5,34,2,0,0,0,0,0.0,0.022,1,0,1,True,False,False
137,FF,0,0,0.0,0.0,0.0,2,5,34,1,0,0,0,0,0.0,0.016,1,0,1,True,False,False
138,CU,1,2,0.0,0.0,0.0,1,5,33,5,0,0,0,0,0.021,-0.119,1,0,1,True,False,False
139,CU,0,2,0.0,0.0,0.0,1,5,33,4,0,0,0,0,0.0,0.012,1,0,1,True,False,False
140,CU,0,2,0.0,0.0,0.0,1,5,33,3,0,0,0,0,0.0,0.0,1,0,1,True,False,False
141,CH,0,1,0.0,0.0,0.0,1,5,33,2,0,0,0,0,0.0,-0.036,1,0,1,True,False,False
142,FF,0,0,0.0,0.0,0.0,1,5,33,1,0,0,0,0,0.0,-0.026,1,0,1,True,False,False
143,CU,2,2,0.0,0.0,0.0,0,5,32,5,0,0,0,0,0.03,-0.214,1,0,1,True,False,False
144,CU,1,2,0.0,0.0,0.0,0,5,32,4,0,0,0,0,0.0,0.041,1,0,1,True,False,False
145,CU,0,2,0.0,0.0,0.0,0,5,32,3,0,0,0,0,0.0,0.022,1,0,1,True,False,False
146,CH,0,1,0.0,0.0,0.0,0,5,32,2,0,0,0,0,0.0,-0.049,1,0,1,True,False,False
147,CH,0,0,0.0,0.0,0.0,0,5,32,1,0,0,0,0,0.0,-0.038,1,0,1,True,False,False
148,CU,0,2,0.0,0.0,0.0,2,4,26,3,0,0,0,0,0.013,-0.065,1,0,1,True,False,True
149,CH,0,1,0.0,0.0,0.0,2,4,26,2,0,0,0,0,0.0,-0.023,1,0,1,True,False,True
150,FF,0,0,0.0,0.0,0.0,2,4,26,1,0,0,0,0,0.0,-0.017,1,0,1,True,False,False
151,FF,3,1,0.0,0.0,0.0,1,4,25,5,0,0,0,0,0.019,-0.273,0,0,1,True,False,False
152,FF,2,1,0.0,0.0,0.0,1,4,25,4,0,0,0,0,0.0,0.077,0,0,1,True,False,False
153,SL,1,1,0.0,0.0,0.0,1,4,25,3,0,0,0,0,0.0,0.034,0,0,1,True,False,False
154,FF,1,0,0.0,0.0,0.0,1,4,25,2,0,0,0,0,0.0,-0.031,0,0,1,True,False,False
155,FF,0,0,0.0,0.0,0.0,1,4,25,1,0,0,0,0,0.0,0.025,0,0,1,True,False,False
156,CH,2,1,0.0,0.0,0.0,0,4,24,4,0,0,0,0,0.027,-0.281,1,0,1,True,False,False
157,CH,1,1,0.0,0.0,0.0,0,4,24,3,0,0,0,0,0.0,0.053,1,0,1,True,False,False
158,CU,0,1,0.0,0.0,0.0,0,4,24,2,0,0,0,0,0.0,0.028,1,0,1,True,False,False
159,CU,0,0,0.0,0.0,0.0,0,4,24,1,0,0,0,0,0.0,-0.038,1,0,1,True,False,False
160,FF,0,0,0.0,0.0,0.0,2,3,19,1,0,0,0,0,0.011,-0.106,1,0,1,True,False,True
161,CH,2,0,0.0,0.0,0.0,1,3,18,3,0,0,0,0,0.018,-0.235,1,0,1,True,False,False
162,CU,1,0,0.0,0.0,0.0,1,3,18,2,0,0,0,0,0.0,0.042,1,0,1,True,False,False
163,CU,0,0,0.0,0.0,0.0,1,3,18,1,0,0,0,0,0.0,0.025,1,0,1,True,False,False
164,CU,0,2,0.0,0.0,0.0,0,3,17,3,0,0,0,0,0.025,-0.152,1,0,1,True,False,False
165,FF,0,1,0.0,0.0,0.0,0,3,17,2,0,0,0,0,0.0,-0.049,1,0,1,True,False,False
166,FF,0,0,0.0,0.0,0.0,0,3,17,1,0,0,0,0,0.0,-0.038,1,0,1,True,False,False
167,CU,3,2,1.0,0.0,1.0,2,2,11,6,0,0,0,0,0.05,-0.556,1,0,1,True,False,False
168,FF,2,2,0.0,1.0,1.0,2,2,11,5,0,0,0,0,-0.005,0.103,1,0,1,True,False,False
169,CU,2,1,0.0,1.0,1.0,2,2,11,4,0,0,0,0,0.0,-0.096,1,0,1,True,False,False
170,CH,1,1,0.0,1.0,1.0,2,2,11,3,0,0,0,0,0.0,0.04,1,0,1,True,False,False
171,CU,0,1,0.0,1.0,1.0,2,2,11,2,0,0,0,0,0.0,0.04,1,0,1,True,False,False
172,FF,0,0,0.0,1.0,1.0,2,2,11,1,0,0,0,0,0.0,-0.063,1,0,1,True,False,False
173,CU,1,2,0.0,1.0,1.0,1,2,10,4,0,0,0,0,0.045,-0.336,1,0,1,True,False,False
174,CH,1,1,0.0,1.0,1.0,1,2,10,3,0,0,0,0,0.0,-0.115,1,0,1,True,False,False
175,FF,1,0,0.0,1.0,1.0,1,2,10,2,0,0,0,0,0.0,-0.1,1,0,1,True,False,False
176,FF,0,0,0.0,1.0,1.0,1,2,10,1,0,0,0,0,0.0,0.082,1,0,1,True,False,False
177,CU,0,2,0.0,1.0,1.0,0,2,9,3,0,0,0,0,0.053,-0.291,1,0,1,True,False,False
178,CH,0,1,0.0,1.0,1.0,0,2,9,2,0,0,0,0,0.0,-0.135,1,0,1,True,False,False
179,FF,0,0,0.0,1.0,1.0,0,2,9,1,0,0,0,0,0.0,-0.097,1,0,1,True,False,False
180,FF,3,2,0.0,1.0,0.0,0,2,8,6,0,0,0,0,-0.029,0.353,1,0,1,True,False,False
181,CH,3,1,0.0,1.0,0.0,0,2,8,5,0,0,0,0,0.0,-0.134,1,0,1,True,False,False
182,FF,2,1,0.0,1.0,0.0,0,2,8,4,0,0,0,0,0.0,0.139,1,0,1,True,False,False
183,FF,2,0,0.0,1.0,0.0,0,2,8,3,0,0,0,0,0.0,-0.085,1,0,1,True,False,False
184,CH,1,0,0.0,1.0,0.0,0,2,8,2,0,0,0,0,0.0,0.071,1,0,1,True,False,False
185,FF,0,0,0.0,0.0,1.0,0,2,8,1,0,0,0,0,-0.026,0.045,1,0,1,True,False,False
186,FF,3,2,0.0,0.0,0.0,0,2,7,6,0,0,0,0,-0.038,0.312,0,0,1,True,False,False
187,FF,2,2,0.0,0.0,0.0,0,2,7,5,0,0,0,0,0.0,0.103,0,0,1,True,False,False
188,CU,1,2,0.0,0.0,0.0,0,2,7,4,0,0,0,0,0.0,0.041,0,0,1,True,False,False
189,FF,1,1,0.0,0.0,0.0,0,2,7,3,0,0,0,0,0.0,-0.055,0,0,1,True,False,False
190,FF,0,1,0.0,0.0,0.0,0,2,7,2,0,0,0,0,0.0,0.028,0,0,1,True,False,False
191,FF,0,0,0.0,0.0,0.0,0,2,7,1,0,0,0,0,0.0,-0.038,0,0,1,True,False,False
192,FF,0,2,0.0,0.0,0.0,2,1,3,3,0,0,0,0,0.01,-0.065,1,0,1,True,False,False
193,FF,0,1,0.0,0.0,0.0,2,1,3,2,0,0,0,0,0.0,-0.023,1,0,1,True,False,False
194,FF,0,0,0.0,0.0,0.0,2,1,3,1,0,0,0,0,0.0,-0.017,1,0,1,True,False,False
195,CU,2,2,0.0,0.0,0.0,1,1,2,5,0,0,0,0,0.015,-0.148,1,0,1,True,False,True
196,CU,1,2,0.0,0.0,0.0,1,1,2,4,0,0,0,0,0.0,0.029,1,0,1,True,False,True
197,FF,1,1,0.0,0.0,0.0,1,1,2,3,0,0,0,0,0.0,-0.043,1,0,1,True,False,True
198,FF,0,1,0.0,0.0,0.0,1,1,2,2,0,0,0,0,0.0,0.019,1,0,1,True,False,True
199,FF,0,0,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0.0,-0.026,1,0,1,True,False,True
200,CU,1,2,0.0,0.0,0.0,0,1,1,4,0,0,0,0,0.022,-0.173,1,0,1,True,False,False
201,CU,0,2,0.0,0.0,0.0,0,1,1,3,0,0,0,0,0.0,0.022,1,0,1,True,False,False
202,CU,0,1,0.0,0.0,0.0,0,1,1,2,0,0,0,0,0.0,-0.049,1,0,1,True,False,False
203,FF,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0.0,-0.038,1,0,1,True,False,False
204,CU,2,2,0.0,0.0,0.0,2,6,43,5,0,4,0,4,-0.006,-0.09,0,0,0,True,False,False
205,SL,2,1,0.0,0.0,0.0,2,6,43,4,0,4,0,4,0.0,-0.031,0,0,0,True,False,False
206,SL,1,1,0.0,0.0,0.0,2,6,43,3,0,4,0,4,0.0,0.02,0,0,0,True,False,False
207,CU,1,0,0.0,0.0,0.0,2,6,43,2,0,4,0,4,0.0,-0.022,0,0,0,True,False,False
208,SL,0,0,0.0,0.0,0.0,2,6,43,1,0,4,0,4,0.0,0.016,0,0,0,True,False,False
209,CH,0,1,0.0,0.0,0.0,1,6,42,2,0,4,0,4,-0.011,-0.143,1,0,0,True,False,False
210,FF,0,0,0.0,0.0,0.0,1,6,42,1,0,4,0,4,0.0,-0.026,1,0,0,True,False,False
211,FF,3,2,0.0,0.0,0.0,0,6,41,9,0,4,0,4,-0.018,-0.317,1,0,0,True,False,False
212,FF,3,2,0.0,0.0,0.0,0,6,41,8,0,4,0,4,0.0,0.0,1,0,0,True,False,False
213,FF,3,2,0.0,0.0,0.0,0,6,41,7,0,4,0,4,0.0,0.0,1,0,0,True,False,False
214,FF,3,2,0.0,0.0,0.0,0,6,41,6,0,4,0,4,0.0,0.0,1,0,0,True,False,False
215,FF,3,1,0.0,0.0,0.0,0,6,41,5,0,4,0,4,0.0,-0.079,1,0,0,True,False,False
216,CH,2,1,0.0,0.0,0.0,0,6,41,4,0,4,0,4,0.0,0.116,1,0,0,True,False,False
217,FF,2,0,0.0,0.0,0.0,0,6,41,3,0,4,0,4,0.0,-0.058,1,0,0,True,False,False
218,FF,1,0,0.0,0.0,0.0,0,6,41,2,0,4,0,4,0.0,0.064,1,0,0,True,False,False
219,FF,0,0,0.0,0.0,0.0,0,6,41,1,0,4,0,4,0.0,0.036,1,0,0,True,False,False
220,FF,0,0,0.0,0.0,0.0,2,5,37,1,0,4,0,4,-0.007,-0.106,1,0,0,True,False,False
221,SL,1,0,0.0,0.0,0.0,1,5,36,2,0,4,0,4,-0.012,-0.194,0,0,0,True,False,False
222,FF,0,0,0.0,0.0,0.0,1,5,36,1,0,4,0,4,0.0,0.025,0,0,0,True,False,False
223,CU,1,2,0.0,0.0,0.0,0,5,35,4,0,4,0,4,-0.018,-0.173,1,0,0,True,False,False
224,CH,1,1,0.0,0.0,0.0,0,5,35,3,0,4,0,4,0.0,-0.055,1,0,0,True,False,False
225,SL,0,1,0.0,0.0,0.0,0,5,35,2,0,4,0,4,0.0,0.028,1,0,0,True,False,False
226,FF,0,0,0.0,0.0,0.0,0,5,35,1,0,4,0,4,0.0,-0.038,1,0,0,True,False,False
227,CH,2,1,0.0,0.0,0.0,2,4,30,4,0,4,0,4,-0.007,-0.121,1,0,0,True,False,False
228,FF,1,1,0.0,0.0,0.0,2,4,30,3,0,4,0,4,0.0,0.02,1,0,0,True,False,False
229,CU,0,1,0.0,0.0,0.0,2,4,30,2,0,4,0,4,0.0,0.012,1,0,0,True,False,False
230,FF,0,0,0.0,0.0,0.0,2,4,30,1,0,4,0,4,0.0,-0.017,1,0,0,True,False,False
231,CU,0,2,0.0,0.0,0.0,1,4,29,3,0,4,0,4,-0.012,-0.107,1,0,0,True,False,False
232,CH,0,1,0.0,0.0,0.0,1,4,29,2,0,4,0,4,0.0,-0.036,1,0,0,True,False,False
233,FF,0,0,0.0,0.0,0.0,1,4,29,1,0,4,0,4,0.0,-0.026,1,0,0,True,False,False
234,CU,3,2,0.0,0.0,0.0,0,4,28,6,0,4,0,4,-0.019,-0.317,1,0,0,True,False,False
235,SL,2,2,0.0,0.0,0.0,0,4,28,5,0,4,0,4,0.0,0.103,1,0,0,True,False,False
236,FF,2,1,0.0,0.0,0.0,0,4,28,4,0,4,0,4,0.0,-0.067,1,0,0,True,False,False
237,CU,1,1,0.0,0.0,0.0,0,4,28,3,0,4,0,4,0.0,0.053,1,0,0,True,False,False
238,SL,0,1,0.0,0.0,0.0,0,4,28,2,0,4,0,4,0.0,0.028,1,0,0,True,False,False
