,pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,delta_home_win_exp,delta_run_exp,batter_is_right,pitcher_is_right,inning_top,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_Strategic
1351,CU,1,1,0.0,0.0,0.0,2,4,31,3,0,3,0,3,0.0,-0.027,1,0,0,True,False,False
1352,CU,0,1,0.0,0.0,0.0,2,4,31,2,0,3,0,3,0.0,0.012,1,0,0,True,False,False
1353,FF,0,0,0.0,0.0,0.0,2,4,31,1,0,3,0,3,0.0,-0.017,1,0,0,True,False,False
1354,CU,0,2,0.0,0.0,0.0,1,4,30,4,0,3,0,3,-0.017,-0.107,1,0,0,True,False,False
1355,CU,0,2,0.0,0.0,0.0,1,4,30,3,0,3,0,3,0.0,0.0,1,0,0,True,False,False
1356,CU,0,1,0.0,0.0,0.0,1,4,30,2,0,3,0,3,0.0,-0.036,1,0,0,True,False,False
1357,SL,0,0,0.0,0.0,0.0,1,4,30,1,0,3,0,3,0.0,-0.026,1,0,0,True,False,False
1358,FF,1,1,0.0,0.0,0.0,0,4,29,3,0,3,0,3,-0.023,-0.228,1,0,0,True,False,False
1359,CH,1,0,0.0,0.0,0.0,0,4,29,2,0,3,0,3,0.0,-0.046,1,0,0,True,False,False
1360,CU,0,0,0.0,0.0,0.0,0,4,29,1,0,3,0,3,0.0,0.036,1,0,0,True,False,False
1361,CU,0,2,0.0,0.0,0.0,2,3,25,3,0,3,0,3,-0.009,-0.065,1,0,0,True,False,False
1362,SL,0,1,0.0,0.0,0.0,2,3,25,2,0,3,0,3,0.0,-0.023,1,0,0,True,False,False
1363,SL,0,0,0.0,0.0,0.0,2,3,25,1,0,3,0,3,0.0,-0.017,1,0,0,True,False,False
1364,CH,3,1,0.0,0.0,0.0,1,3,24,5,0,3,0,3,-0.016,-0.273,1,0,0,True,False,False
1365,FF,3,0,0.0,0.0,0.0,1,3,24,4,0,3,0,3,0.0,-0.052,1,0,0,True,False,False
1366,CH,2,0,0.0,0.0,0.0,1,3,24,3,0,3,0,3,0.0,0.09,1,0,0,True,False,False
1367,CU,1,0,0.0,0.0,0.0,1,3,24,2,0,3,0,3,0.0,0.042,1,0,0,True,False,False
1368,CU,0,0,0.0,0.0,0.0,1,3,24,1,0,3,0,3,0.0,0.025,1,0,0,True,False,False
1369,SL,0,1,0.0,0.0,0.0,0,3,23,2,0,3,0,3,-0.023,-0.2,0,0,0,False,False,False
1370,SL,0,0,0.0,0.0,0.0,0,3,23,1,0,3,0,3,0.0,-0.038,0,0,0,False,True,False
1371,CU,1,2,0.0,0.0,1.0,2,2,19,4,0,3,0,3,-0.021,-0.173,1,0,0,True,False,False
1372,CU,1,1,0.0,0.0,1.0,2,2,19,3,0,3,0,3,0.0,-0.05,1,0,0,True,False,False
1373,FF,0,1,0.0,0.0,1.0,2,2,19,2,0,3,0,3,0.0,0.021,1,0,0,True,False,False
1374,FF,0,0,0.0,0.0,1.0,2,2,19,1,0,3,0,3,0.0,-0.038,1,0,0,True,False,False
1375,SL,0,1,0.0,0.0,1.0,1,2,18,2,0,3,0,3,-0.028,-0.253,0,0,0,True,False,False
1376,FF,0,0,0.0,0.0,1.0,1,2,18,1,0,3,0,3,0.0,-0.05,0,0,0,True,False,False
1377,SL,0,1,0.0,0.0,1.0,0,2,17,2,0,3,0,3,-0.034,-0.307,1,0,0,True,False,False
1378,FF,0,0,0.0,0.0,1.0,0,2,17,1,0,3,0,3,0.0,-0.054,1,0,0,True,False,False
1379,SL,1,1,0.0,0.0,0.0,0,2,16,3,0,3,0,3,0.037,0.398,1,0,0,True,False,False
1380,FF,1,0,0.0,0.0,0.0,0,2,16,2,0,3,0,3,0.0,-0.046,1,0,0,True,False,False
1381,FF,0,0,0.0,0.0,0.0,0,2,16,1,0,3,0,3,0.0,0.036,1,0,0,True,False,False
1382,SL,2,2,1.0,0.0,1.0,2,1,9,5,0,0,0,0,-0.047,-0.405,1,0,0,True,False,False
1383,CH,2,1,1.0,0.0,1.0,2,1,9,4,0,0,0,0,0.0,-0.136,1,0,0,True,False,False
1384,FF,1,1,1.0,0.0,1.0,2,1,9,3,0,0,0,0,0.0,0.051,1,0,0,True,False,False
1385,SL,0,1,1.0,0.0,1.0,2,1,9,2,0,0,0,0,0.0,0.066,1,0,0,True,False,False
1386,SL,0,0,1.0,0.0,1.0,2,1,9,1,0,0,0,0,0.0,-0.088,1,0,0,True,False,False
1387,CH,3,2,0.0,1.0,0.0,2,1,8,7,0,0,0,0,0.014,0.18,1,0,0,True,False,False
1388,FF,2,2,0.0,1.0,0.0,2,1,8,6,0,0,0,0,0.0,0.057,1,0,0,True,False,False
1389,CH,1,2,0.0,1.0,0.0,2,1,8,5,0,0,0,0,0.0,0.017,1,0,0,True,False,False
1390,CU,1,2,0.0,1.0,0.0,2,1,8,4,0,0,0,0,0.0,0.0,1,0,0,True,False,False
1391,FF,1,1,0.0,1.0,0.0,2,1,8,3,0,0,0,0,0.0,-0.071,1,0,0,True,False,False
1392,FF,0,1,0.0,1.0,0.0,2,1,8,2,0,0,0,0,0.0,0.022,1,0,0,True,False,False
1393,FF,0,0,0.0,1.0,0.0,2,1,8,1,0,0,0,0,0.0,-0.051,1,0,0,True,False,False
1394,CU,1,2,0.0,1.0,0.0,1,1,7,4,0,0,0,0,-0.033,-0.225,1,0,0,True,False,False
1395,SL,1,1,0.0,1.0,0.0,1,1,7,3,0,0,0,0,0.0,-0.096,1,0,0,True,False,False
1396,CH,1,0,0.0,1.0,0.0,1,1,7,2,0,0,0,0,0.0,-0.059,1,0,0,True,False,False
1397,FF,0,0,0.0,0.0,1.0,1,1,7,1,0,0,0,0,0.016,0.042,1,0,0,True,False,False
1398,FF,0,0,0.0,0.0,0.0,1,1,6,1,0,0,0,0,0.024,0.263,1,0,0,True,False,False
1399,FF,3,2,0.0,0.0,0.0,0,1,5,6,0,0,0,0,-0.021,-0.317,0,0,0,False,False,False
1400,CU,2,2,0.0,0.0,0.0,0,1,5,5,0,0,0,0,0.0,0.103,0,0,0,False,False,False
1401,SL,2,1,0.0,0.0,0.0,0,1,5,4,0,0,0,0,0.0,-0.067,0,0,0,False,False,False
1402,FF,1,1,0.0,0.0,0.0,0,1,5,3,0,0,0,0,0.0,0.053,0,0,0,False,False,False
1403,SL,0,1,0.0,0.0,0.0,0,1,5,2,0,0,0,0,0.0,0.028,0,0,0,False,False,False
1404,FF,0,0,0.0,0.0,0.0,0,1,5,1,0,0,0,0,0.0,-0.038,0,0,0,False,False,False
1405,CH,2,0,0.0,1.0,1.0,2,6,45,3,3,0,0,3,0.043,-0.553,1,0,1,True,False,False
1406,FF,1,0,0.0,1.0,1.0,2,6,45,2,3,0,0,3,0.0,0.033,1,0,1,True,False,False
1407,CH,0,0,0.0,1.0,1.0,2,6,45,1,3,0,0,3,0.0,0.048,1,0,1,True,False,False
1408,CU,1,2,0.0,1.0,1.0,1,6,44,4,3,0,0,3,0.049,-0.33,1,0,1,True,False,False
1409,CU,1,1,0.0,1.0,1.0,1,6,44,3,3,0,0,3,0.0,-0.115,1,0,1,True,False,False
1410,CH,1,0,0.0,1.0,1.0,1,6,44,2,3,0,0,3,0.0,-0.1,1,0,1,True,False,False
1411,SL,0,0,0.0,1.0,1.0,1,6,44,1,3,0,0,3,0.0,0.082,1,0,1,True,False,False
1412,FF,3,1,0.0,0.0,1.0,1,6,43,5,3,0,0,3,-0.042,0.232,1,0,1,True,False,False
1413,FF,3,0,0.0,0.0,1.0,1,6,43,4,3,0,0,3,0.0,-0.085,1,0,1,True,False,False
1414,CH,2,0,0.0,0.0,1.0,1,6,43,3,3,0,0,3,0.0,0.13,1,0,1,True,False,False
1415,FF,1,0,0.0,0.0,1.0,1,6,43,2,3,0,0,3,0.0,0.063,1,0,1,True,False,False
1416,CU,0,0,0.0,0.0,1.0,1,6,43,1,3,0,0,3,0.0,0.042,1,0,1,True,False,False
1417,FF,3,2,0.0,0.0,0.0,1,6,42,7,3,0,0,3,-0.027,0.227,0,0,1,False,False,False
1418,SL,2,2,0.0,0.0,0.0,1,6,42,6,3,0,0,3,0.0,0.059,0,0,1,False,False,False
1419,FF,2,2,0.0,0.0,0.0,1,6,42,5,3,0,0,3,0.0,0.0,0,0,1,False,True,False
1420,SL,1,2,0.0,0.0,0.0,1,6,42,4,3,0,0,3,0.0,0.029,0,0,1,False,False,False
1421,SL,1,1,0.0,0.0,0.0,1,6,42,3,3,0,0,3,0.0,-0.043,0,0,1,False,True,False
1422,FF,1,0,0.0,0.0,0.0,1,6,42,2,3,0,0,3,0.0,-0.031,0,0,1,True,False,False
1423,FF,0,0,0.0,0.0,0.0,1,6,42,1,3,0,0,3,0.0,0.025,0,0,1,False,True,False
1424,FF,2,2,0.0,0.0,0.0,0,6,41,5,3,0,0,3,0.023,-0.214,1,0,1,True,False,False
1425,CU,1,2,0.0,0.0,0.0,0,6,41,4,3,0,0,3,0.0,0.041,1,0,1,True,False,False
1426,CU,1,1,0.0,0.0,0.0,0,6,41,3,3,0,0,3,0.0,-0.055,1,0,1,True,False,False
1427,FF,0,1,0.0,0.0,0.0,0,6,41,2,3,0,0,3,0.0,0.028,1,0,1,True,False,False
1428,SL,0,0,0.0,0.0,0.0,0,6,41,1,3,0,0,3,0.0,-0.038,1,0,1,True,False,False
1429,CU,1,1,0.0,0.0,1.0,2,5,37,3,3,0,0,3,0.021,-0.224,1,0,1,True,False,False
1430,FF,0,1,0.0,0.0,1.0,2,5,37,2,3,0,0,3,0.0,0.021,1,0,1,True,False,False
1431,CU,0,0,0.0,0.0,1.0,2,5,37,1,3,0,0,3,0.0,-0.038,1,0,1,True,False,False
1432,FF,2,2,0.0,0.0,0.0,2,5,36,6,3,0,0,3,-0.012,0.164,0,0,1,False,False,False
1433,CU,2,2,0.0,0.0,0.0,2,5,36,5,3,0,0,3,0.0,0.0,0,0,1,False,False,False
1434,CU,1,2,0.0,0.0,0.0,2,5,36,4,3,0,0,3,0.0,0.016,0,0,1,False,False,False
1435,SL,0,2,0.0,0.0,0.0,2,5,36,3,3,0,0,3,0.0,0.009,0,0,1,False,False,False
1436,CU,0,1,0.0,0.0,0.0,2,5,36,2,3,0,0,3,0.0,-0.023,0,0,1,False,True,False
1437,FF,0,0,0.0,0.0,0.0,2,5,36,1,3,0,0,3,0.0,-0.017,0,0,1,False,True,False
1438,CH,3,2,0.0,0.0,0.0,1,5,35,6,3,0,0,3,0.015,-0.207,1,0,1,True,False,False
1439,CH,3,1,0.0,0.0,0.0,1,5,35,5,3,0,0,3,0.0,-0.066,1,0,1,True,False,False
1440,FF,2,1,0.0,0.0,0.0,1,5,35,4,3,0,0,3,0.0,0.077,1,0,1,True,False,False
1441,CU,1,1,0.0,0.0,0.0,1,5,35,3,3,0,0,3,0.0,0.034,1,0,1,True,False,False
1442,CH,1,0,0.0,0.0,0.0,1,5,35,2,3,0,0,3,0.0,-0.031,1,0,1,True,False,False
1443,FF,0,0,0.0,0.0,0.0,1,5,35,1,3,0,0,3,0.0,0.025,1,0,1,True,False,False
1444,FF,1,1,0.0,0.0,0.0,0,5,34,3,3,0,0,3,0.022,-0.228,0,0,1,True,False,False
1445,FF,0,1,0.0,0.0,0.0,0,5,34,2,3,0,0,3,0.0,0.028,0,0,1,True,False,False
1446,FF,0,0,0.0,0.0,0.0,0,5,34,1,3,0,0,3,0.0,-0.038,0,0,1,True,False,False
1447,CU,3,2,0.0,0.0,0.0,2,4,28,6,3,0,0,3,0.008,-0.13,1,0,1,True,False,False
1448,CU,2,2,0.0,0.0,0.0,2,4,28,5,3,0,0,3,0.0,0.04,1,0,1,True,False,False
1449,CH,2,1,0.0,0.0,0.0,2,4,28,4,3,0,0,3,0.0,-0.031,1,0,1,True,False,False
1450,FF,1,1,0.0,0.0,0.0,2,4,28,3,3,0,0,3,0.0,0.02,1,0,1,True,False,False
1451,CH,0,1,0.0,0.0,0.0,2,4,28,2,3,0,0,3,0.0,0.012,1,0,1,True,False,False
1452,FF,0,0,0.0,0.0,0.0,2,4,28,1,3,0,0,3,0.0,-0.017,1,0,1,True,False,False
1453,FF,1,2,0.0,0.0,0.0,1,4,27,5,3,0,0,3,0.015,-0.119,1,0,1,True,False,False
1454,CU,1,2,0.0,0.0,0.0,1,4,27,4,3,0,0,3,0.0,0.0,1,0,1,True,False,False
1455,CH,1,1,0.0,0.0,0.0,1,4,27,3,3,0,0,3,0.0,-0.043,1,0,1,True,False,False
1456,SL,0,1,0.0,0.0,0.0,1,4,27,2,3,0,0,3,0.0,0.019,1,0,1,True,False,False
1457,FF,0,0,0.0,0.0,0.0,1,4,27,1,3,0,0,3,0.0,-0.026,1,0,1,True,False,False
1458,CH,2,0,0.0,0.0,0.0,0,4,26,3,3,0,0,3,0.021,-0.339,1,0,1,True,False,False
1459,CU,1,0,0.0,0.0,0.0,0,4,26,2,3,0,0,3,0.0,0.064,1,0,1,True,False,False
1460,FF,0,0,0.0,0.0,0.0,0,4,26,1,3,0,0,3,0.0,0.036,1,0,1,True,False,False
1461,CH,2,1,0.0,1.0,1.0,2,3,22,4,3,0,0,3,0.039,-0.488,1,0,1,True,False,False
1462,FF,1,1,0.0,1.0,1.0,2,3,22,3,3,0,0,3,0.0,0.04,1,0,1,True,False,False
1463,CH,0,1,0.0,1.0,1.0,2,3,22,2,3,0,0,3,0.0,0.04,1,0,1,True,False,False
1464,CH,0,0,0.0,1.0,1.0,2,3,22,1,3,0,0,3,0.0,-0.063,1,0,1,True,False,False
1465,FF,0,0,0.0,0.0,1.0,2,3,21,1,3,0,0,3,-0.019,0.309,0,0,1,True,False,False
1466,CH,3,2,0.0,0.0,0.0,2,3,20,6,3,0,0,3,-0.011,0.11,1,0,1,True,False,False
1467,CU,2,2,0.0,0.0,0.0,2,3,20,5,3,0,0,3,0.0,0.04,1,0,1,True,False,False
1468,CU,1,2,0.0,0.0,0.0,2,3,20,4,3,0,0,3,0.0,0.016,1,0,1,True,False,False
1469,FF,1,1,0.0,0.0,0.0,2,3,20,3,3,0,0,3,0.0,-0.027,1,0,1,True,False,False
1470,CH,0,1,0.0,0.0,0.0,2,3,20,2,3,0,0,3,0.0,0.012,1,0,1,True,False,False
1471,FF,0,0,0.0,0.0,0.0,2,3,20,1,3,0,0,3,0.0,-0.017,1,0,1,True,False,False
1472,CU,0,2,0.0,0.0,0.0,1,3,19,3,3,0,0,3,0.014,-0.107,0,0,1,False,True,False
1473,FF,0,1,0.0,0.0,0.0,1,3,19,2,3,0,0,3,0.0,-0.036,0,0,1,False,False,False
1474,FF,0,0,0.0,0.0,0.0,1,3,19,1,3,0,0,3,0.0,-0.026,0,0,1,False,False,False
1475,CU,1,2,0.0,0.0,0.0,0,3,18,4,3,0,0,3,0.02,-0.173,1,0,1,True,False,False
1476,FF,1,1,0.0,0.0,0.0,0,3,18,3,3,0,0,3,0.0,-0.055,1,0,1,True,False,False
1477,CU,0,1,0.0,0.0,0.0,0,3,18,2,3,0,0,3,0.0,0.028,1,0,1,True,False,False
1478,FF,0,0,0.0,0.0,0.0,0,3,18,1,3,0,0,3,0.0,-0.038,1,0,1,True,False,False
1479,FF,3,2,0.0,0.0,0.0,2,2,10,7,0,0,0,0,0.01,-0.13,0,0,1,True,False,False
1480,FF,3,2,0.0,0.0,0.0,2,2,10,6,0,0,0,0,0.0,0.0,0,0,1,True,False,False
1481,CU,2,2,0.0,0.0,0.0,2,2,10,5,0,0,0,0,0.0,0.04,0,0,1,True,False,False
1482,SL,1,2,0.0,0.0,0.0,2,2,10,4,0,0,0,0,0.0,0.016,0,0,1,True,False,False
1483,FF,1,1,0.0,0.0,0.0,2,2,10,3,0,0,0,0,0.0,-0.027,0,0,1,True,False,False
1484,FF,1,0,0.0,0.0,0.0,2,2,10,2,0,0,0,0,0.0,-0.022,0,0,1,True,False,False
1485,FF,0,0,0.0,0.0,0.0,2,2,10,1,0,0,0,0,0.0,0.016,0,0,1,True,False,False
1486,CU,2,2,0.0,0.0,0.0,1,2,9,5,0,0,0,0,0.017,-0.148,1,0,1,True,False,False
1487,CU,1,2,0.0,0.0,0.0,1,2,9,4,0,0,0,0,0.0,0.029,1,0,1,True,False,False
1488,FF,1,1,0.0,0.0,0.0,1,2,9,3,0,0,0,0,0.0,-0.043,1,0,1,True,False,False
1489,FF,0,1,0.0,0.0,0.0,1,2,9,2,0,0,0,0,0.0,0.019,1,0,1,True,False,False
1490,CU,0,0,0.0,0.0,0.0,1,2,9,1,0,0,0,0,0.0,-0.026,1,0,1,True,False,False
1491,CU,1,2,0.0,0.0,0.0,0,2,8,4,0,0,0,0,0.023,-0.173,1,0,1,True,False,False
1492,CH,0,2,0.0,0.0,0.0,0,2,8,3,0,0,0,0,0.0,0.022,1,0,1,True,False,False
1493,CH,0,1,0.0,0.0,0.0,0,2,8,2,0,0,0,0,0.0,-0.049,1,0,1,True,False,False
1494,FF,0,0,0.0,0.0,0.0,0,2,8,1,0,0,0,0,0.0,-0.038,1,0,1,False,False,False
1495,CU,1,2,0.0,0.0,0.0,2,1,3,4,0,0,0,0,0.01,-0.074,1,0,1,True,False,False
1496,CU,0,2,0.0,0.0,0.0,2,1,3,3,0,0,0,0,0.0,0.009,1,0,1,True,False,False
1497,SL,0,1,0.0,0.0,0.0,2,1,3,2,0,0,0,0,0.0,-0.023,1,0,1,True,False,False
1498,SL,0,0,0.0,0.0,0.0,2,1,3,1,0,0,0,0,0.0,-0.017,1,0,1,True,False,False
1499,SL,1,2,0.0,0.0,0.0,1,1,2,5,0,0,0,0,0.015,-0.119,1,0,1,True,False,False
1500,CU,1,2,0.0,0.0,0.0,1,1,2,4,0,0,0,0,0.0,0.0,1,0,1,True,False,False
1501,FF,0,2,0.0,0.0,0.0,1,1,2,3,0,0,0,0,0.0,0.012,1,0,1,True,False,False
1502,CH,0,1,0.0,0.0,0.0,1,1,2,2,0,0,0,0,0.0,-0.036,1,0,1,True,False,False
1503,FF,0,0,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0.0,-0.026,1,0,1,True,False,False
1504,SL,2,2,0.0,0.0,0.0,0,1,1,6,0,0,0,0,0.022,-0.214,0,0,1,True,False,False
1505,FF,2,2,0.0,0.0,0.0,0,1,1,5,0,0,0,0,0.0,0.0,0,0,1,False,True,False
1506,FF,2,1,0.0,0.0,0.0,0,1,1,4,0,0,0,0,0.0,-0.067,0,0,1,False,True,False
1507,FF,2,0,0.0,0.0,0.0,0,1,1,3,0,0,0,0,0.0,-0.058,0,0,1,False,True,False
1508,FF,1,0,0.0,0.0,0.0,0,1,1,2,0,0,0,0,0.0,0.064,0,0,1,False,True,False
1509,FF,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0.0,0.036,0,0,1,False,True,False
1510,CU,0,1,1.0,1.0,1.0,2,5,41,2,4,0,0,4,0.057,-0.641,1,0,1,False,False,False
1511,FF,0,0,1.0,1.0,1.0,2,5,41,1,4,0,0,4,0.0,-0.136,1,0,1,False,False,False
1512,FF,2,2,1.0,1.0,1.0,1,5,40,5,4,0,0,4,0.062,-0.654,1,0,1,True,False,False
1513,CU,2,1,1.0,1.0,1.0,1,5,40,4,4,0,0,4,0.0,-0.151,1,0,1,True,False,False
1514,CH,2,0,1.0,1.0,1.0,1,5,40,3,4,0,0,4,0.0,-0.279,1,0,1,True,False,False
1515,CH,1,0,1.0,1.0,1.0,1,5,40,2,4,0,0,4,0.0,0.186,1,0,1,True,False,False
1516,FF,0,0,1.0,1.0,1.0,1,5,40,1,4,0,0,4,0.0,0.088,1,0,1,True,False,False
1517,CH,3,1,0.0,1.0,1.0,1,5,39,5,4,0,0,4,-0.055,0.4,1,0,1,True,False,False
1518,CH,2,1,0.0,1.0,1.0,1,5,39,4,4,0,0,4,0.0,0.201,1,0,1,True,False,False
1519,CU,1,1,0.0,1.0,1.0,1,5,39,3,4,0,0,4,0.0,0.076,1,0,1,True,False,False
1520,CU,1,0,0.0,1.0,1.0,1,5,39,2,4,0,0,4,0.0,-0.1,1,0,1,True,False,False
1521,CU,0,0,0.0,1.0,1.0,1,5,39,1,4,0,0,4,0.0,0.082,1,0,1,True,False,False
1522,FF,3,0,0.0,0.0,1.0,1,5,38,4,4,0,0,4,-0.03,0.147,0,0,1,False,False,False
1523,SL,2,0,0.0,0.0,1.0,1,5,38,3,4,0,0,4,0.0,0.13,0,0,1,False,False,False
1524,SL,1,0,0.0,0.0,1.0,1,5,38,2,4,0,0,4,0.0,0.063,0,0,1,False,False,False
1525,SL,0,0,0.0,0.0,1.0,1,5,38,1,4,0,0,4,0.0,0.042,0,0,1,False,False,False
1526,SL,0,2,0.0,0.0,0.0,1,5,37,3,4,0,0,4,-0.018,0.325,1,0,1,True,False,False
1527,SL,0,1,0.0,0.0,0.0,1,5,37,2,4,0,0,4,0.0,-0.036,1,0,1,True,False,False
1528,SL,0,0,0.0,0.0,0.0,1,5,37,1,4,0,0,4,0.0,-0.026,1,0,1,True,False,False
1529,CU,3,2,0.0,0.0,0.0,0,5,36,6,4,0,0,4,0.016,-0.317,1,0,1,True,False,False
1530,FF,2,2,0.0,0.0,0.0,0,5,36,5,4,0,0,4,0.0,0.103,1,0,1,True,False,False
1531,CH,2,1,0.0,0.0,0.0,0,5,36,4,4,0,0,4,0.0,-0.067,1,0,1,True,False,False
1532,CU,1,1,0.0,0.0,0.0,0,5,36,3,4,0,0,4,0.0,0.053,1,0,1,True,False,False
1533,SL,0,1,0.0,0.0,0.0,0,5,36,2,4,0,0,4,0.0,0.028,1,0,1,True,False,False
1534,CU,0,0,0.0,0.0,0.0,0,5,36,1,4,0,0,4,0.0,-0.038,1,0,1,True,False,False
1535,CU,1,2,0.0,1.0,1.0,1,4,30,4,3,0,0,3,0.085,-0.498,1,0,1,True,False,False
1536,CU,1,1,0.0,1.0,1.0,1,4,30,3,3,0,0,3,0.0,-0.115,1,0,1,True,False,False
1537,SL,1,0,0.0,1.0,1.0,1,4,30,2,3,0,0,3,0.0,-0.1,1,0,1,True,False,False
1538,SL,0,0,0.0,1.0,1.0,1,4,30,1,3,0,0,3,0.0,0.082,1,0,1,True,False,False
1539,FF,3,2,0.0,1.0,1.0,0,4,29,6,3,0,0,3,0.056,-0.643,1,0,1,True,False,False
1540,SL,2,2,0.0,1.0,1.0,0,4,29,5,3,0,0,3,0.0,0.231,1,0,1,True,False,False
1541,CH,2,1,0.0,1.0,1.0,0,4,29,4,3,0,0,3,0.0,-0.191,1,0,1,True,False,False
1542,FF,1,1,0.0,1.0,1.0,0,4,29,3,3,0,0,3,0.0,0.107,1,0,1,True,False,False
1543,FF,1,0,0.0,1.0,1.0,0,4,29,2,3,0,0,3,0.0,-0.112,1,0,1,True,False,False
1544,SL,0,0,0.0,1.0,1.0,0,4,29,1,3,0,0,3,0.0,0.085,1,0,1,True,False,False
1545,FF,3,1,0.0,0.0,1.0,0,4,28,5,3,0,0,3,-0.059,0.482,1,0,1,True,False,False
1546,FF,3,0,0.0,0.0,1.0,0,4,28,4,3,0,0,3,0.0,-0.105,1,0,1,True,False,False
1547,CH,2,0,0.0,0.0,1.0,0,4,28,3,3,0,0,3,0.0,0.174,1,0,1,True,False,False
1548,CH,1,0,0.0,0.0,1.0,0,4,28,2,3,0,0,3,0.0,0.082,1,0,1,True,False,False
1549,CH,0,0,0.0,0.0,1.0,0,4,28,1,3,0,0,3,0.0,0.045,1,0,1,True,False,False
1550,CU,2,2,0.0,0.0,0.0,0,4,27,8,3,0,0,3,-0.038,0.412,1,0,1,True,False,False
1551,FF,2,2,0.0,0.0,0.0,0,4,27,7,3,0,0,3,0.0,0.0,1,0,1,True,False,False
1552,CH,2,2,0.0,0.0,0.0,0,4,27,6,3,0,0,3,0.0,0.0,1,0,1,True,False,False
1553,SL,2,2,0.0,0.0,0.0,0,4,27,5,3,0,0,3,0.0,0.0,1,0,1,True,False,False
1554,CU,1,2,0.0,0.0,0.0,0,4,27,4,3,0,0,3,0.0,0.041,1,0,1,True,False,False
1555,CU,0,2,0.0,0.0,0.0,0,4,27,3,3,0,0,3,0.0,0.022,1,0,1,True,False,False
1556,SL,0,1,0.0,0.0,0.0,0,4,27,2,3,0,0,3,0.0,-0.049,1,0,1,True,False,False
1557,CU,0,0,0.0,0.0,0.0,0,4,27,1,3,0,0,3,0.0,-0.038,1,0,1,True,False,False
1558,CU,1,2,0.0,1.0,1.0,2,3,23,4,3,0,0,3,0.039,-0.339,1,0,1,True,False,False
1559,FF,1,1,0.0,1.0,1.0,2,3,23,3,3,0,0,3,0.0,-0.11,1,0,1,True,False,False
1560,CU,0,1,0.0,1.0,1.0,2,3,23,2,3,0,0,3,0.0,0.04,1,0,1,True,False,False
1561,CU,0,0,0.0,1.0,1.0,2,3,23,1,3,0,0,3,0.0,-0.063,1,0,1,True,False,False
1562,FF,1,0,0.0,0.0,1.0,2,3,22,2,3,0,0,3,-0.019,0.284,1,0,1,True,False,False
1563,FF,0,0,0.0,0.0,1.0,2,3,22,1,3,0,0,3,0.0,0.025,1,0,1,False,False,False
1564,FF,1,1,0.0,0.0,1.0,1,3,21,3,3,0,0,3,0.026,-0.373,0,0,1,False,False,False
1565,FF,1,0,0.0,0.0,1.0,1,3,21,2,3,0,0,3,0.0,-0.062,0,0,1,False,False,False
1566,FF,0,0,0.0,0.0,1.0,1,3,21,1,3,0,0,3,0.0,0.042,0,0,1,False,False,False
1567,FF,3,0,0.0,0.0,0.0,1,3,20,4,3,0,0,3,-0.023,0.109,1,0,1,True,False,False
1568,FF,2,0,0.0,0.0,0.0,1,3,20,3,3,0,0,3,0.0,0.09,1,0,1,True,False,False
1569,FF,1,0,0.0,0.0,0.0,1,3,20,2,3,0,0,3,0.0,0.042,1,0,1,True,False,False
1570,CU,0,0,0.0,0.0,0.0,1,3,20,1,3,0,0,3,0.0,0.025,1,0,1,True,False,False
1571,CH,3,2,0.0,0.0,0.0,0,3,19,6,3,0,0,3,0.02,-0.317,1,0,1,True,False,False
1572,FF,3,1,0.0,0.0,0.0,0,3,19,5,3,0,0,3,0.0,-0.079,1,0,1,True,False,False
1573,SL,2,1,0.0,0.0,0.0,0,3,19,4,3,0,0,3,0.0,0.116,1,0,1,True,False,False
1574,FF,1,1,0.0,0.0,0.0,0,3,19,3,3,0,0,3,0.0,0.053,1,0,1,True,False,False
1575,FF,1,0,0.0,0.0,0.0,0,3,19,2,3,0,0,3,0.0,-0.046,1,0,1,True,False,False
1576,FF,0,0,0.0,0.0,0.0,0,3,19,1,3,0,0,3,0.0,0.036,1,0,1,True,False,False
1577,FF,1,0,1.0,0.0,1.0,2,2,15,2,3,0,0,3,0.042,-0.589,1,0,1,True,False,False
1578,FF,0,0,1.0,0.0,1.0,2,2,15,1,3,0,0,3,0.0,0.07,1,0,1,True,False,False
1579,CU,2,2,1.0,0.0,1.0,1,2,14,5,3,0,0,3,0.056,-0.512,1,0,1,True,False,False
1580,CH,2,1,1.0,0.0,1.0,1,2,14,4,3,0,0,3,0.0,-0.192,1,0,1,True,False,False
1581,CU,2,0,1.0,0.0,1.0,1,2,14,3,3,0,0,3,0.0,-0.113,1,0,1,True,False,False
1582,CH,1,0,1.0,0.0,1.0,1,2,14,2,3,0,0,3,0.0,0.113,1,0,1,True,False,False
1583,CU,0,0,1.0,0.0,1.0,1,2,14,1,3,0,0,3,0.0,0.074,1,0,1,True,False,False
1584,CU,0,2,1.0,0.0,1.0,0,2,13,3,3,0,0,3,0.06,-0.432,1,0,1,False,False,False
1585,SL,0,1,1.0,0.0,1.0,0,2,13,2,3,0,0,3,0.0,-0.163,1,0,1,False,False,False
1586,CU,0,0,1.0,0.0,1.0,0,2,13,1,3,0,0,3,0.0,-0.036,1,0,1,True,False,False
