balls,strikes,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitch_type_map,batter_is_right,pitcher_is_right,inning_top,prop_CU,prop_CH,prop_FF,prop_FC,prop_SI
0,1,0,2,13,2,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,0,0,2,13,1,0,0,0,1,0,3,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
2,2,2,1,8,5,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
1,2,2,1,8,4,0,0,0,1,0,3,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,2,2,1,8,3,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,1,2,1,8,2,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,0,2,1,8,1,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,2,1,1,7,3,0,0,0,1,0,0,1,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,1,1,1,7,2,0,0,0,1,0,3,1,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,0,1,1,7,1,0,0,0,1,0,2,1,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
2,2,0,1,6,5,0,0,0,1,0,3,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
2,1,0,1,6,4,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
2,0,0,1,6,3,0,0,0,1,0,1,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
1,0,0,1,6,2,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
0,0,0,1,6,1,0,0,0,1,0,0,0,1,0,0.4101010101010101,0.1191919191919192,0.2606060606060606,0.14343434343434344,0.06666666666666667
2,2,2,6,45,6,1,3,3,4,3,5,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,2,6,45,5,1,3,3,4,3,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,2,6,45,4,1,3,3,4,3,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,2,6,45,3,1,3,3,4,3,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,2,6,45,2,1,3,3,4,3,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,6,45,1,1,3,3,4,3,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,6,44,1,1,2,2,3,2,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,1,6,43,2,1,2,2,3,2,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,6,43,1,1,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,2,0,6,42,5,1,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,0,6,42,4,1,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,0,6,42,3,1,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,0,6,42,2,1,2,2,3,2,5,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,6,42,1,1,2,2,3,2,1,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,2,5,36,3,0,2,2,3,2,5,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,2,5,36,2,0,2,2,3,2,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,5,36,1,0,2,2,3,2,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,5,35,1,0,2,2,3,2,1,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,0,5,34,4,0,2,2,3,2,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,0,5,34,3,0,2,2,3,2,5,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,0,5,34,2,0,2,2,3,2,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,5,34,1,0,2,2,3,2,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,2,4,30,4,0,2,2,3,2,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,2,4,30,3,0,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,2,4,30,2,0,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,4,30,1,0,2,2,3,2,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,4,29,1,0,2,2,3,2,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,4,28,1,0,2,2,3,2,1,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
3,2,1,4,27,6,0,2,2,2,1,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,2,1,4,27,5,0,2,2,2,1,5,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,1,4,27,4,0,2,2,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,1,4,27,3,0,2,2,2,1,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,1,4,27,2,0,2,2,2,1,5,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,4,27,1,0,2,2,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,0,0,4,26,3,0,2,2,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,0,4,26,2,0,2,2,2,1,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,4,26,1,0,2,2,2,1,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,0,4,25,2,0,1,1,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,4,25,1,0,1,1,2,1,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
3,1,2,3,21,5,0,1,1,2,1,5,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,1,2,3,21,4,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,2,3,21,3,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,2,3,21,2,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,3,21,1,0,1,1,2,1,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,1,3,20,5,0,1,1,2,1,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,1,3,20,4,0,1,1,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,1,3,20,3,0,1,1,2,1,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,1,3,20,2,0,1,1,2,1,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,3,20,1,0,1,1,2,1,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,0,3,19,3,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,0,3,19,2,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,3,19,1,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,2,2,15,2,0,1,1,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,2,15,1,0,1,1,2,1,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,0,1,2,13,3,0,1,1,2,1,1,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,1,2,13,2,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,2,13,1,0,1,1,2,1,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,1,2,12,4,0,1,1,1,0,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,1,2,12,3,0,1,1,1,0,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,1,2,12,2,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,2,12,1,0,1,1,1,0,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,0,2,11,3,0,1,1,1,0,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,0,2,11,2,0,1,1,1,0,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,2,11,1,0,1,1,1,0,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,2,2,1,7,5,0,1,1,1,0,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,2,1,7,4,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,2,1,7,3,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,2,1,7,2,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,1,7,1,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
3,2,2,1,6,6,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
3,1,2,1,6,5,0,1,1,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,1,2,1,6,4,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,0,2,1,6,3,0,1,1,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,2,1,6,2,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,1,6,1,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
3,0,2,1,5,4,0,1,1,1,0,1,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,0,2,1,5,3,0,1,1,1,0,1,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,2,1,5,2,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,2,1,5,1,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,1,1,4,4,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,1,1,4,3,0,1,1,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,1,1,4,2,0,1,1,1,0,5,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,1,1,4,1,0,1,1,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,2,0,1,3,5,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,0,1,3,4,0,1,1,1,0,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,2,0,1,3,3,0,1,1,1,0,3,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,0,1,3,2,0,1,1,1,0,0,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,1,3,1,0,1,1,1,0,2,1,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,1,0,1,2,3,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,1,0,1,2,2,0,1,1,1,0,3,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,1,2,1,0,1,1,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
2,0,0,1,1,3,0,0,0,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,0,0,1,1,2,0,0,0,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0.4087301587301587,0.10317460317460317,0.2638888888888889,0.1527777777777778,0.07142857142857142
1,2,2,4,39,4,3,1,3,3,2,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,1,2,4,39,3,3,1,3,3,2,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,2,4,39,2,3,1,3,3,2,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,4,39,1,3,1,3,3,2,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,1,2,4,38,5,3,1,3,3,2,1,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,1,2,4,38,4,3,1,3,3,2,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,0,2,4,38,3,3,1,3,3,2,5,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,2,4,38,2,3,1,3,3,2,1,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,4,38,1,3,1,3,3,2,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,2,4,37,5,2,1,2,3,2,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,1,2,4,37,4,2,1,2,3,2,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,0,2,4,37,3,2,1,2,3,2,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,2,4,37,2,2,1,2,3,2,5,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,4,37,1,2,1,2,3,2,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,0,2,4,36,4,2,1,2,2,1,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,0,2,4,36,3,2,1,2,2,1,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,2,4,36,2,2,1,2,2,1,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,2,1,4,35,4,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,2,1,4,35,3,2,1,2,2,1,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,1,4,35,2,2,1,2,2,1,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,1,4,35,1,2,1,2,2,1,1,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,0,4,34,6,2,1,2,2,1,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,0,4,34,5,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,0,4,34,4,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,2,0,4,34,3,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,0,4,34,2,2,1,2,2,1,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,0,3,29,2,2,1,2,2,1,5,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,0,3,29,1,2,1,2,2,1,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,2,0,3,28,6,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,1,0,3,28,5,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,1,0,3,28,4,2,1,2,2,1,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,1,0,3,28,3,2,1,2,2,1,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,0,3,28,2,2,1,2,2,1,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,0,3,28,1,2,1,2,2,1,1,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,2,0,3,27,3,2,1,2,2,1,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,0,3,27,2,2,1,2,2,1,1,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,0,3,27,1,2,1,2,2,1,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,2,2,23,2,2,1,2,2,1,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,2,23,1,2,1,2,2,1,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,1,2,22,2,2,1,2,2,1,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,1,2,22,1,2,1,2,2,1,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,1,2,21,5,2,1,2,2,1,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,1,2,21,4,2,1,2,2,1,5,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,2,1,2,21,3,2,1,2,2,1,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,1,2,21,2,2,1,2,2,1,5,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,1,2,21,1,2,1,2,2,1,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,0,2,20,1,2,1,2,1,0,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,2,1,14,5,2,1,2,1,0,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,2,1,14,4,2,1,2,1,0,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,1,2,1,14,3,2,1,2,1,0,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,2,1,14,2,2,1,2,1,0,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,1,14,1,2,1,2,1,0,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,1,13,1,1,1,1,1,0,0,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,2,2,1,12,7,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,2,2,1,12,6,0,1,0,1,0,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,2,1,12,5,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,1,2,1,12,4,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,1,2,1,12,3,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,2,1,12,2,0,1,0,1,0,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,1,12,1,0,1,0,1,0,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,0,2,1,11,4,0,1,0,1,0,2,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,0,2,1,11,3,0,1,0,1,0,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,0,2,1,11,2,0,1,0,1,0,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,2,1,11,1,0,1,0,1,0,3,1,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,0,1,1,10,1,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,2,1,1,9,11,0,1,0,1,0,5,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,2,1,1,9,10,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
3,2,1,1,9,9,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,1,1,9,8,0,1,0,1,0,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,1,1,9,7,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
2,2,1,1,9,6,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,1,1,9,5,0,1,0,1,0,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
1,2,1,1,9,4,0,1,0,1,0,0,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,2,1,1,9,3,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
0,1,1,1,9,2,0,1,0,1,0,3,0,1,0,0.4151696606786427,0.10978043912175649,0.2634730538922156,0.12974051896207583,0.08183632734530938
