balls,strikes,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitch_type_map,batter_is_right,pitcher_is_right,inning_top,prop_CU,prop_CH,prop_FF,prop_FC,prop_SI
0,0,2,3,25,1,0,2,0,2,1,3,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,2,2,3,24,6,0,2,0,2,1,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,1,2,3,24,5,0,2,0,2,1,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,1,2,3,24,4,0,2,0,2,1,5,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,1,2,3,24,3,0,2,0,2,1,5,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,0,2,3,24,2,0,2,0,2,1,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,2,3,24,1,0,2,0,2,1,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,1,3,23,1,0,2,0,2,1,0,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,1,1,3,22,5,0,2,0,2,1,2,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,1,1,3,22,4,0,2,0,2,1,2,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,1,1,3,22,3,0,2,0,2,1,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,1,1,3,22,2,0,2,0,2,1,2,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,1,3,22,1,0,2,0,2,1,1,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,0,3,21,1,0,2,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,2,2,2,15,3,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,1,2,2,15,2,0,1,0,1,0,5,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,2,2,15,1,0,1,0,1,0,2,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,1,1,2,14,3,0,1,0,1,0,5,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,1,1,2,14,2,0,1,0,1,0,0,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,1,2,14,1,0,1,0,1,0,3,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,2,0,2,13,3,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,1,0,2,13,2,0,1,0,1,0,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,0,2,13,1,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,2,2,1,9,6,0,1,0,1,0,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,2,2,1,9,5,0,1,0,1,0,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,1,2,1,9,4,0,1,0,1,0,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,0,2,1,9,3,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,0,2,1,9,2,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,2,1,9,1,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,0,2,1,8,4,0,1,0,1,0,0,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,0,2,1,8,3,0,1,0,1,0,2,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,0,2,1,8,2,0,1,0,1,0,2,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,2,1,8,1,0,1,0,1,0,3,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,1,2,1,7,5,0,1,0,1,0,5,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,0,2,1,7,4,0,1,0,1,0,2,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
2,0,2,1,7,3,0,1,0,1,0,1,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,0,2,1,7,2,0,1,0,1,0,5,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,2,1,7,1,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,2,1,1,6,5,0,1,0,1,0,3,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,2,1,1,6,4,0,1,0,1,0,0,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
1,1,1,1,6,3,0,1,0,1,0,3,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,1,1,1,6,2,0,1,0,1,0,1,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,1,1,6,1,0,1,0,1,0,1,1,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,2,0,1,5,3,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,1,0,1,5,2,0,1,0,1,0,3,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
0,0,0,1,5,1,0,1,0,1,0,0,0,1,0,0.42203742203742206,0.10602910602910603,0.3305613305613306,0.0997920997920998,0.04158004158004158
3,1,0,5,36,5,1,0,1,3,2,1,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,1,0,5,36,4,1,0,1,3,2,5,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,0,0,5,36,3,1,0,1,3,2,1,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,0,0,5,36,2,1,0,1,3,2,2,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,5,36,1,1,0,1,3,2,2,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,2,0,5,35,3,0,0,0,2,1,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,0,5,35,2,0,0,0,2,1,5,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,5,35,1,0,0,0,2,1,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,2,0,5,34,7,0,0,0,2,1,1,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,0,5,34,6,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,0,5,34,5,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,5,34,4,0,0,0,2,1,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,2,0,5,34,3,0,0,0,2,1,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,0,5,34,2,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,5,34,1,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,2,2,4,30,3,0,0,0,2,1,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,2,4,30,2,0,0,0,2,1,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,2,4,30,1,0,0,0,2,1,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,1,4,29,3,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,1,4,29,2,0,0,0,2,1,2,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,1,4,29,1,0,0,0,2,1,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,4,28,4,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,0,4,28,3,0,0,0,2,1,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,0,4,28,2,0,0,0,2,1,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,4,28,1,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,0,4,27,5,0,0,0,2,1,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,1,0,4,27,4,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,0,4,27,3,0,0,0,2,1,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,0,4,27,2,0,0,0,2,1,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,4,27,1,0,0,0,2,1,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,1,3,23,3,0,0,0,2,1,5,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,1,3,23,2,0,0,0,2,1,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,1,3,23,1,0,0,0,2,1,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,0,3,22,5,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,3,22,4,0,0,0,2,1,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,0,3,22,3,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,0,0,3,22,2,0,0,0,2,1,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,3,22,1,0,0,0,2,1,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,3,21,5,0,0,0,2,1,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,3,21,4,0,0,0,2,1,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,0,3,21,3,0,0,0,2,1,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,0,0,3,21,2,0,0,0,2,1,5,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,3,21,1,0,0,0,2,1,1,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,2,2,17,5,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,1,2,2,17,4,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,2,2,17,3,0,0,0,1,0,3,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,2,2,17,2,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,2,2,17,1,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,2,2,2,16,6,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,2,2,16,5,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,2,2,16,4,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,2,2,16,3,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,0,2,2,16,2,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,2,2,16,1,0,0,0,1,0,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,2,2,2,15,6,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,1,1,2,15,5,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,0,1,2,15,4,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,0,1,2,15,3,0,0,0,1,0,2,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,0,1,2,15,2,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,1,2,15,1,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,1,1,2,14,4,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,1,2,14,3,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,0,1,2,14,2,0,0,0,1,0,0,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,1,2,14,1,0,0,0,1,0,2,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,2,13,5,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,0,2,13,4,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,0,2,13,3,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,0,2,13,2,0,0,0,1,0,5,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,0,2,13,1,0,0,0,1,0,2,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
2,2,2,1,8,5,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,2,2,1,8,4,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
1,1,2,1,8,3,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,1,2,1,8,2,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
0,0,2,1,8,1,0,0,0,1,0,3,0,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,2,2,1,7,7,0,0,0,1,0,2,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,2,2,1,7,6,0,0,0,1,0,0,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
3,1,2,1,7,5,0,0,0,1,0,1,1,1,0,0.39344262295081966,0.1557377049180328,0.22131147540983606,0.1721311475409836,0.05737704918032787
