game_pk,at_bat_number,pitch_number,pitch_type,pitch_type_map,is_fastball,balls,strikes,outs_when_up,inning,home_score,away_score,bat_score,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,prev_pitch_1,prev_pitch_2,prev_pitch_3,batter_is_right,pitcher_is_right,inning_top
744845,52,2,SI,1,0,0,1,1,7,2,0,2,3,2,4.0,4.0,4.0,0,0,0
744845,52,3,SL,4,0,1,1,1,7,2,0,2,3,2,1.0,4.0,4.0,0,0,0
744845,53,1,SL,4,0,0,0,1,7,2,0,2,3,2,4.0,1.0,4.0,1,0,0
744845,53,2,SL,4,0,1,0,1,7,2,0,2,3,2,4.0,4.0,1.0,1,0,0
744845,53,3,FF,0,1,2,0,1,7,2,0,2,3,2,4.0,4.0,4.0,1,0,0
744845,53,4,FF,0,1,2,1,1,7,2,0,2,3,2,0.0,4.0,4.0,1,0,0
744845,53,5,SL,4,0,2,2,1,7,2,0,2,3,2,0.0,0.0,4.0,1,0,0
744845,54,1,FF,0,1,0,0,2,7,2,0,2,3,2,4.0,0.0,0.0,1,0,0
744845,54,2,FF,0,1,1,0,2,7,2,0,2,3,2,0.0,4.0,0.0,1,0,0
744845,54,3,SL,4,0,1,1,2,7,2,0,2,3,2,0.0,0.0,4.0,1,0,0
744845,54,4,SL,4,0,1,2,2,7,2,0,2,3,2,4.0,0.0,0.0,1,0,0
744845,54,5,SL,4,0,2,2,2,7,2,0,2,3,2,4.0,4.0,0.0,1,0,0
745261,6,1,FF,0,1,0,0,0,1,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745261,6,2,SL,4,0,0,1,0,1,0,0,0,1,0,0.0,4.0,4.0,1,0,0
745261,6,3,SL,4,0,0,2,0,1,0,0,0,1,0,4.0,0.0,4.0,1,0,0
745261,7,1,FF,0,1,0,0,1,1,0,0,0,1,0,4.0,4.0,0.0,1,0,0
745261,7,2,FF,0,1,0,1,1,1,0,0,0,1,0,0.0,4.0,4.0,1,0,0
745261,7,3,SL,4,0,1,1,1,1,0,0,0,1,0,0.0,0.0,4.0,1,0,0
745261,7,4,FF,0,1,2,1,1,1,0,0,0,1,0,4.0,0.0,0.0,1,0,0
745261,7,5,FF,0,1,2,2,1,1,0,0,0,1,0,0.0,4.0,0.0,1,0,0
745261,8,1,SL,4,0,0,0,2,1,0,0,0,1,0,0.0,0.0,4.0,1,0,0
745261,8,2,FF,0,1,0,1,2,1,0,0,0,1,0,4.0,0.0,0.0,1,0,0
745261,8,3,SL,4,0,0,2,2,1,0,0,0,1,0,0.0,4.0,0.0,1,0,0
745261,8,4,SL,4,0,1,2,2,1,0,0,0,1,0,4.0,0.0,4.0,1,0,0
745261,12,1,CH,5,0,0,0,0,2,0,0,0,1,0,4.0,4.0,0.0,1,0,0
745261,12,2,SL,4,0,0,1,0,2,0,0,0,1,0,5.0,4.0,4.0,1,0,0
745261,12,3,FF,0,1,1,1,0,2,0,0,0,1,0,4.0,5.0,4.0,1,0,0
745261,12,4,CH,5,0,2,1,0,2,0,0,0,1,0,0.0,4.0,5.0,1,0,0
745261,12,5,CH,5,0,2,2,0,2,0,0,0,1,0,5.0,0.0,4.0,1,0,0
745261,12,6,SL,4,0,3,2,0,2,0,0,0,1,0,5.0,5.0,0.0,1,0,0
745261,13,1,FF,0,1,0,0,1,2,0,0,0,1,0,4.0,5.0,5.0,1,0,0
745261,13,2,FF,0,1,1,0,1,2,0,0,0,1,0,0.0,4.0,5.0,1,0,0
745261,13,3,FF,0,1,1,1,1,2,0,0,0,1,0,0.0,0.0,4.0,1,0,0
745261,13,4,FF,0,1,1,2,1,2,0,0,0,1,0,0.0,0.0,0.0,1,0,0
745261,13,5,FF,0,1,2,2,1,2,0,0,0,1,0,0.0,0.0,0.0,1,0,0
745261,14,1,SL,4,0,0,0,2,2,0,0,0,1,0,0.0,0.0,0.0,1,0,0
745261,14,2,SL,4,0,0,1,2,2,0,0,0,1,0,4.0,0.0,0.0,1,0,0
745261,14,3,SL,4,0,0,2,2,2,0,0,0,1,0,4.0,4.0,0.0,1,0,0
745261,22,1,SL,4,0,0,0,0,3,0,1,0,1,0,4.0,4.0,4.0,1,0,0
745261,22,2,CH,5,0,0,1,0,3,0,1,0,1,0,4.0,4.0,4.0,1,0,0
745261,22,3,FF,0,1,1,1,0,3,0,1,0,1,0,5.0,4.0,4.0,1,0,0
745261,22,4,SL,4,0,1,2,0,3,0,1,0,1,0,0.0,5.0,4.0,1,0,0
745261,22,5,FF,0,1,1,2,0,3,0,1,0,1,0,4.0,0.0,5.0,1,0,0
745261,22,6,CH,5,0,1,2,0,3,0,1,0,1,0,0.0,4.0,0.0,1,0,0
745261,22,7,SL,4,0,1,2,0,3,0,1,0,1,0,5.0,0.0,4.0,1,0,0
745261,23,1,FF,0,1,0,0,1,3,0,1,0,1,0,4.0,5.0,0.0,1,0,0
745261,23,2,FF,0,1,0,1,1,3,0,1,0,1,0,0.0,4.0,5.0,1,0,0
745261,23,3,SL,4,0,0,2,1,3,0,1,0,1,0,0.0,0.0,4.0,1,0,0
745261,23,4,SL,4,0,1,2,1,3,0,1,0,1,0,4.0,0.0,0.0,1,0,0
745261,24,1,FF,0,1,0,0,2,3,0,1,0,1,0,4.0,4.0,0.0,1,0,0
745261,24,2,SL,4,0,0,1,2,3,0,1,0,1,0,0.0,4.0,4.0,1,0,0
745261,25,1,SL,4,0,0,0,2,3,0,1,0,2,1,4.0,0.0,4.0,1,0,0
745261,25,2,CH,5,0,1,0,2,3,0,1,0,2,1,4.0,4.0,0.0,1,0,0
745261,25,3,SL,4,0,2,0,2,3,0,1,0,2,1,5.0,4.0,4.0,1,0,0
745261,25,4,FF,0,1,2,1,2,3,0,1,0,2,1,4.0,5.0,4.0,1,0,0
745261,26,1,SL,4,0,0,0,2,3,0,1,0,2,1,0.0,4.0,5.0,1,0,0
745261,26,2,FF,0,1,0,1,2,3,0,1,0,2,1,4.0,0.0,4.0,1,0,0
745261,26,3,FF,0,1,1,1,2,3,0,1,0,2,1,0.0,4.0,0.0,1,0,0
745261,26,4,SL,4,0,1,2,2,3,0,1,0,2,1,0.0,0.0,4.0,1,0,0
745261,35,1,SL,4,0,0,0,0,4,0,5,0,2,1,4.0,0.0,0.0,1,0,0
745261,35,2,SL,4,0,0,1,0,4,0,5,0,2,1,4.0,4.0,0.0,1,0,0
745261,35,3,FF,0,1,1,1,0,4,0,5,0,2,1,4.0,4.0,4.0,1,0,0
745261,35,4,SL,4,0,1,2,0,4,0,5,0,2,1,0.0,4.0,4.0,1,0,0
745261,36,1,SI,1,0,0,0,1,4,0,5,0,2,1,4.0,0.0,4.0,1,0,0
745261,36,2,SI,1,0,0,1,1,4,0,5,0,2,1,1.0,4.0,0.0,1,0,0
745261,37,1,FF,0,1,0,0,2,4,0,5,0,2,1,1.0,1.0,4.0,1,0,0
745261,37,2,SI,1,0,1,0,2,4,0,5,0,2,1,0.0,1.0,1.0,1,0,0
745261,37,3,SI,1,0,1,1,2,4,0,5,0,2,1,1.0,0.0,1.0,1,0,0
745261,38,1,FF,0,1,0,0,2,4,0,5,0,2,1,1.0,1.0,0.0,1,0,0
745261,38,2,SL,4,0,0,1,2,4,0,5,0,2,1,0.0,1.0,1.0,1,0,0
745261,38,3,SL,4,0,1,1,2,4,0,5,0,2,1,4.0,0.0,1.0,1,0,0
